V1,V2,V3,V4
COG3359@NOG,NA,NA,NA
NA,NA,NA,NA
0YY6D@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1042@NOG,COG0003@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1446@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YP5Q@NOG,NA,NA,NA
NA,NA,NA,NA
0XY5V@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0187@NOG,NA,NA,NA
NA,NA,NA,NA
COG0444@NOG,NA,NA,NA
NA,NA,NA,NA
COG1690@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1841@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0094@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG2834@NOG,COG1620@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0053@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
10ZXX@NOG,NA,NA,NA
COG3294@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1244@NOG,NA,NA,NA
COG1383@NOG,NA,NA,NA
NA,NA,NA,NA
COG3269@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0341@NOG,NA,NA,NA
NA,NA,NA,NA
COG2234@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0675@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1797@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1797@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0123@NOG,NA,NA,NA
NA,NA,NA,NA
COG1045@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1019@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG2104@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0201@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1849@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1781@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0451@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0576@NOG,COG0622@NOG,NA,NA
COG0697@NOG,NA,NA,NA
COG3620@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YWB6@NOG,NA,NA,NA
NA,NA,NA,NA
COG2146@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YPJ3@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0061@NOG,COG0177@NOG,NA,NA
COG1828@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1270@NOG,NA,NA,NA
NA,NA,NA,NA
COG1670@NOG,NA,NA,NA
COG0436@NOG,NA,NA,NA
COG1989@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0505@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1530@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0088@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1798@NOG,NA,NA,NA
NA,NA,NA,NA
COG4023@NOG,COG2130@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YAY2@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0565@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YYDE@NOG,NA,NA,NA
NA,NA,NA,NA
COG2061@NOG,COG2090@NOG,NA,NA
COG1321@NOG,COG0558@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1094@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1446@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0835@NOG,NA,NA,NA
NA,NA,NA,NA
COG0085@NOG,NA,NA,NA
COG0531@NOG COG0589@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG2086@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1668@NOG,COG0435@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0856@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YVE6@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
11W55@NOG,NA,NA,NA
COG0840@NOG COG2202@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0034@NOG,NA,NA,NA
NA,NA,NA,NA
10ZXX@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1736@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1746@NOG,NA,NA,NA
0YMFM@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
11FY5@NOG,NA,NA,NA
COG0535@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0457@NOG,COG0714@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
10ZTS@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1024@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0727@NOG,NA,NA,NA
NA,NA,NA,NA
COG0614@NOG,NA,NA,NA
COG2820@NOG,0YKFC@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1194@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0350@NOG,NA,NA,NA
COG0046@NOG,NA,NA,NA
NA,NA,NA,NA
COG0177@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG3844@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG3631@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0323@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YMH3@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0011@NOG,COG0576@NOG,NA,NA
COG1222@NOG,COG0244@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1164@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YFQM@NOG,0YHHY@NOG,NA,NA
COG0088@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YVNS@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1071@NOG,NA,NA,NA
COG0621@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1556@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YWYP@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0675@NOG,NA,NA,NA
COG1860@NOG,NA,NA,NA
COG1056@NOG,NA,NA,NA
COG0856@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG2150@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
11X8B@NOG,COG0080@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1378@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0280@NOG COG0281@NOG,NA,NA,NA
NA,NA,NA,NA
COG0396@NOG,NA,NA,NA
0YRH1@NOG,COG1060@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1233@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
110S9@NOG,NA,NA,NA
COG1407@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG3379@NOG,NA,NA,NA
NA,NA,NA,NA
COG1944@NOG,NA,NA,NA
NA,NA,NA,NA
COG1744@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YSJ8@NOG,11P4Y@NOG,NA,NA
120ZV@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0609@NOG,NA,NA,NA
COG0541@NOG,COG0388@NOG,NA,NA
COG0341@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0051@NOG,NA,NA,NA
NA,NA,NA,NA
COG1506@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0012@NOG,NA,NA,NA
COG0071@NOG,NA,NA,NA
0YWS3@NOG,NA,NA,NA
COG1562@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0642@NOG COG2202@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0141@NOG,NA,NA,NA
COG1249@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YJKD@NOG,COG0574@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0ZGUT@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1407@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0572@NOG,NA,NA,NA
NA,NA,NA,NA
10ZY9@NOG,COG1024@NOG COG1250@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YDUS@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0377@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YNYG@NOG,NA,NA,NA
NA,NA,NA,NA
10ZN3@NOG,NA,NA,NA
0Z9W5@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0049@NOG,NA,NA,NA
COG2766@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0Y5DW@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG2101@NOG,NA,NA,NA
NA,NA,NA,NA
COG0535@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1303@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0384@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1079@NOG,0YWFT@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0Z2K6@NOG,COG1008@NOG,NA,NA
COG1739@NOG,NA,NA,NA
COG0159@NOG,0YGF7@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0080@NOG,NA,NA,NA
NA,NA,NA,NA
COG4347@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
11WCU@NOG,NA,NA,NA
NA,NA,NA,NA
COG1246@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1208@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
11FXJ@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0735@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
11NDM@NOG,COG1637@NOG,NA,NA
0YZ2F@NOG,NA,NA,NA
NA,NA,NA,NA
COG0244@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0Z3BI@NOG,NA,NA,NA
COG2391@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0Z8FT@NOG,NA,NA,NA
COG1826@NOG,NA,NA,NA
NA,NA,NA,NA
COG0569@NOG,NA,NA,NA
COG0053@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YUXW@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG2042@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
11162@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YWT9@NOG,NA,NA,NA
COG1681@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1363@NOG,NA,NA,NA
NA,NA,NA,NA
COG1890@NOG,COG1552@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0727@NOG,NA,NA,NA
COG1781@NOG,NA,NA,NA
NA,NA,NA,NA
COG3609@NOG,NA,NA,NA
NA,NA,NA,NA
COG1295@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0008@NOG,NA,NA,NA
COG0284@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1225@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG3639@NOG,COG1896@NOG,NA,NA
COG1084@NOG,COG0361@NOG,NA,NA
NA,NA,NA,NA
COG1239@NOG COG1240@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1349@NOG,NA,NA,NA
NA,NA,NA,NA
COG0127@NOG,NA,NA,NA
NA,NA,NA,NA
0YMV3@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0681@NOG,NA,NA,NA
0ZEP9@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0225@NOG,NA,NA,NA
COG0214@NOG,NA,NA,NA
COG0075@NOG,1267B@NOG,NA,NA
COG0167@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1131@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0044@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YXPZ@NOG,NA,NA,NA
COG0447@NOG,NA,NA,NA
NA,NA,NA,NA
COG2119@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1259@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0YJ9D@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1695@NOG,COG1797@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0087@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0419@NOG,NA,NA,NA
NA,NA,NA,NA
COG2050@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG2170@NOG,NA,NA,NA
COG0461@NOG,NA,NA,NA
NA,NA,NA,NA
COG0323@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0456@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1430@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG2262@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1603@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0052@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
1113Q@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1143@NOG,NA,NA,NA
COG0824@NOG,NA,NA,NA
COG2339@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
122B3@NOG,COG2111@NOG,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG2391@NOG,NA,NA,NA
NA,NA,NA,NA
COG0569@NOG COG1522@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0462@NOG,NA,NA,NA
COG0110@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0307@NOG,NA,NA,NA
COG0303@NOG,NA,NA,NA
COG0857@NOG,NA,NA,NA
NA,NA,NA,NA
COG2007@NOG,NA,NA,NA
COG4749@NOG,COG0522@NOG,NA,NA
COG1681@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
111DM@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0185@NOG,NA,NA,NA
NA,NA,NA,NA
COG0520@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG1515@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG2058@NOG,NA,NA,NA
NA,NA,NA,NA
COG0538@NOG,NA,NA,NA
0Z3BI@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0258@NOG,NA,NA,NA
COG1269@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
11SUM@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
11FY5@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
COG0113@NOG,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
