hbt&hvol&hmed,hbt&hmed,hbt&hvol,hvol&hmed,hbt,hvol,hmed
0,2,6,1,152,46,47
2,10,4,5,144,42,33
0,5,2,0,153,51,45
1,5,8,4,146,40,40
2,7,8,1,143,42,40
1,5,1,2,153,49,42
1,7,3,1,149,48,41
1,5,4,4,150,44,40
0,4,5,2,151,46,44
0,3,12,1,145,40,46
0,5,4,4,151,45,41
0,4,4,2,152,47,44
0,4,8,2,148,43,44
1,4,7,2,148,43,43
0,4,5,0,151,48,46
1,5,4,1,150,47,43
1,3,5,1,151,46,45
0,5,3,1,152,49,44
0,3,9,1,148,43,46
0,5,4,3,151,46,42
0,5,4,3,151,46,42
3,5,5,3,147,42,39
1,4,12,3,143,37,42
1,5,6,1,148,45,43
1,6,6,2,147,44,41
2,3,5,4,150,42,41
1,3,3,0,153,49,46
0,5,6,0,149,47,45
0,8,5,2,147,46,40
0,6,3,0,151,50,44
2,5,8,1,145,42,42
1,2,3,1,154,48,46
1,4,5,0,150,47,45
0,5,8,0,147,45,45
1,9,7,0,143,45,40
0,8,2,1,150,50,41
1,3,8,0,148,44,46
1,7,7,3,145,42,39
1,9,6,2,144,44,38
2,6,3,2,149,46,40
0,5,2,3,153,48,42
0,3,9,2,148,42,45
0,10,4,1,146,48,39
0,7,6,1,147,46,42
4,7,3,1,146,45,38
1,5,5,0,149,47,44
1,6,1,3,152,48,40
0,3,6,0,151,47,47
1,6,2,1,151,49,42
1,5,5,0,149,47,44
2,5,4,2,149,45,41
0,2,7,4,151,42,44
1,7,3,3,149,46,39
0,4,1,1,155,51,45
1,3,4,2,152,46,44
1,11,7,1,141,44,37
0,3,7,3,150,43,44
0,7,3,1,150,49,42
2,7,8,1,143,42,40
1,3,7,1,149,44,45
0,3,2,1,155,50,46
0,6,5,3,149,45,41
0,10,7,3,143,43,37
1,10,6,1,143,45,38
0,5,8,0,147,45,45
1,5,9,2,145,41,42
2,5,2,3,151,46,40
0,7,8,2,145,43,41
0,9,7,2,144,44,39
0,7,3,1,150,49,42
0,5,9,3,146,41,42
0,8,6,2,146,45,40
0,7,6,4,147,43,39
0,9,4,2,147,47,39
3,7,5,2,145,43,38
1,5,5,1,149,46,43
0,4,4,3,152,46,43
0,4,9,0,147,44,46
0,3,11,1,146,41,46
0,4,5,4,151,44,42
0,3,4,3,153,46,44
1,7,2,3,150,47,39
1,3,6,3,150,43,43
2,3,3,3,152,45,42
0,6,7,4,147,42,40
2,4,5,4,149,42,40
1,4,3,2,152,47,43
1,6,7,2,146,43,41
0,5,5,2,150,46,43
2,9,3,3,146,45,36
0,4,2,4,154,47,42
1,7,7,3,145,42,39
0,5,4,0,151,49,45
1,5,8,2,146,42,42
2,5,6,0,147,45,43
0,5,4,1,151,48,44
0,5,5,3,150,45,42
1,3,3,1,153,48,45
0,2,4,4,154,45,44
0,6,7,2,147,44,42
0,2,5,1,153,47,47
0,4,6,2,150,45,44
0,4,5,2,151,46,44
0,9,8,1,143,44,40
1,5,7,0,147,45,44
0,7,5,1,148,47,42
0,8,4,0,148,49,42
0,4,9,3,147,41,43
3,4,7,3,146,40,40
2,3,3,0,152,48,45
0,10,7,0,143,46,40
1,4,6,2,149,44,43
2,4,6,4,148,41,40
3,6,6,2,145,42,39
0,3,5,5,152,43,42
0,7,5,0,148,48,43
1,6,7,0,146,45,43
1,1,12,3,146,37,45
0,6,5,2,149,46,42
0,4,5,2,151,46,44
1,2,8,4,149,40,43
0,6,7,4,147,42,40
1,3,4,2,152,46,44
0,3,5,2,152,46,45
0,3,2,3,155,48,44
0,3,6,1,151,46,46
0,2,6,4,152,43,44
3,5,5,2,147,43,40
1,5,6,4,148,42,40
2,7,5,1,146,45,40
1,9,2,1,148,49,39
0,7,8,2,145,43,41
0,6,9,3,145,41,41
2,6,7,0,145,44,42
0,6,10,0,144,43,44
1,3,6,4,150,42,42
1,3,7,1,149,44,45
1,5,3,0,151,49,44
0,5,4,0,151,49,45
1,4,3,1,152,48,44
1,3,5,3,151,44,43
0,2,4,4,154,45,44
0,2,5,2,153,46,46
0,8,10,0,142,43,42
1,6,2,2,151,48,41
0,8,4,3,148,46,39
0,5,5,2,150,46,43
0,5,6,1,149,46,44
1,8,4,0,147,48,41
0,4,5,1,151,47,45
0,4,6,1,150,46,45
1,5,4,0,150,48,44
2,6,2,1,150,48,41
1,5,6,2,148,44,42
0,3,4,2,153,47,45
0,4,5,3,151,45,43
0,5,4,1,151,48,44
2,9,6,0,143,45,39
1,9,6,2,144,44,38
1,3,7,1,149,44,45
1,6,5,3,148,44,40
2,7,6,3,145,42,38
1,3,3,2,153,47,44
0,7,5,2,148,46,41
1,4,7,1,148,44,44
1,10,6,2,143,44,37
0,8,5,2,147,46,40
0,6,5,1,149,47,43
0,5,7,1,148,45,44
0,9,3,3,148,47,38
0,2,5,1,153,47,47
1,5,6,2,148,44,42
1,4,8,1,147,43,44
0,5,5,0,150,48,45
1,5,6,1,148,45,43
0,6,7,3,147,43,41
0,4,4,2,152,47,44
2,4,5,2,149,44,42
0,6,4,1,150,48,43
0,2,6,2,152,45,46
0,5,3,2,152,48,43
0,9,6,2,145,45,39
0,3,4,2,153,47,45
2,11,6,1,141,44,36
2,2,9,2,147,40,44
1,5,5,1,149,46,43
2,5,2,3,151,46,40
0,4,4,1,152,48,45
0,5,6,3,149,44,42
1,5,8,4,146,40,40
1,6,5,1,148,46,42
0,8,9,0,143,44,42
0,5,8,3,147,42,42
0,5,4,2,151,47,43
0,5,4,3,151,46,42
1,5,8,4,146,40,40
0,7,6,3,147,44,40
0,2,8,1,150,44,47
1,6,9,2,144,41,41
2,4,1,1,153,49,43
2,5,6,0,147,45,43
1,3,7,3,149,42,43
2,5,2,2,151,47,41
0,4,7,1,149,45,45
0,5,7,2,148,44,43
0,3,5,5,152,43,42
1,3,2,1,154,49,45
2,3,6,1,149,44,44
0,2,6,2,152,45,46
0,3,6,3,151,44,44
0,4,6,2,150,45,44
0,3,7,1,150,45,46
1,9,1,1,149,50,39
0,6,3,1,151,49,43
0,3,6,1,151,46,46
2,5,8,1,145,42,42
1,4,4,1,151,47,44
0,5,5,4,150,44,41
2,3,8,0,147,43,45
0,6,3,0,151,50,44
3,5,6,0,146,44,42
1,3,3,2,153,47,44
2,12,5,0,141,46,36
0,3,5,3,152,45,44
1,7,7,0,145,45,42
1,5,7,1,147,44,43
0,5,5,3,150,45,42
0,10,2,0,148,51,40
1,0,12,0,147,40,49
0,2,6,2,152,45,46
1,10,2,3,147,47,36
0,3,6,2,151,45,45
1,6,4,0,149,48,43
0,6,4,1,150,48,43
1,7,5,0,147,47,42
3,5,6,0,146,44,42
0,4,3,1,153,49,45
0,2,6,3,152,44,45
0,2,4,0,154,49,48
0,7,4,1,149,48,42
1,6,4,2,149,46,41
2,4,9,3,145,39,41
1,3,6,2,150,44,44
0,13,8,0,139,45,37
1,5,4,2,150,46,42
0,5,5,1,150,47,44
0,8,4,2,148,47,40
0,3,5,1,152,47,46
2,7,6,2,145,43,39
1,4,5,0,150,47,45
0,5,6,3,149,44,42
0,7,5,2,148,46,41
0,6,2,3,152,48,41
0,3,4,5,153,44,42
1,7,2,4,150,46,38
0,6,4,4,150,45,40
0,5,7,3,148,43,42
1,5,4,2,150,46,42
1,6,5,2,148,45,41
1,1,4,0,154,48,48
0,7,6,1,147,46,42
1,4,8,3,147,41,42
0,2,2,2,156,49,46
0,6,6,2,148,45,42
1,6,8,2,145,42,41
0,9,5,2,146,46,39
0,5,4,3,151,46,42
0,3,7,0,150,46,47
2,1,4,3,153,44,44
2,7,6,1,145,44,40
0,4,7,2,149,44,44
1,7,8,2,144,42,40
1,2,7,0,150,45,47
0,3,3,2,154,48,45
0,6,9,2,145,42,42
1,6,6,0,147,46,43
0,8,4,1,148,48,41
1,6,5,1,148,46,42
1,3,3,2,153,47,44
0,3,6,2,151,45,45
0,4,7,0,149,46,46
2,9,4,1,145,46,38
1,7,8,2,144,42,40
1,3,3,2,153,47,44
2,8,4,1,146,46,39
0,2,4,0,154,49,48
0,6,7,1,147,45,43
1,5,0,0,154,52,44
0,4,7,3,149,43,43
2,9,3,4,146,44,35
0,7,5,1,148,47,42
0,6,7,0,147,46,44
0,4,7,0,149,46,46
0,6,7,3,147,43,41
1,10,5,0,144,47,39
0,9,5,0,146,48,41
0,3,2,1,155,50,46
1,3,5,5,151,42,41
0,4,3,0,153,50,46
0,4,8,2,148,43,44
2,4,2,1,152,48,43
0,4,5,3,151,45,43
0,1,6,2,153,45,47
2,5,2,2,151,47,41
0,6,2,0,152,51,44
0,7,3,0,150,50,43
0,5,6,1,149,46,44
1,3,6,0,150,46,46
0,6,3,2,151,48,42
1,4,8,3,147,41,42
1,3,5,1,151,46,45
2,2,8,1,148,42,45
0,5,4,0,151,49,45
0,3,7,2,150,44,45
0,5,3,4,152,46,41
1,4,5,2,150,45,43
0,6,8,0,146,45,44
1,6,2,0,151,50,43
1,4,4,1,151,47,44
0,3,5,3,152,45,44
0,7,7,0,146,46,43
1,5,7,1,147,44,43
1,3,7,1,149,44,45
2,2,3,3,153,45,43
0,5,6,1,149,46,44
0,3,5,4,152,44,43
0,6,8,0,146,45,44
1,4,6,4,149,42,41
0,6,8,0,146,45,44
1,7,2,2,150,48,40
0,7,10,2,143,41,41
1,3,5,3,151,44,43
0,6,7,2,147,44,42
0,8,4,0,148,49,42
0,7,2,0,151,51,43
0,8,3,3,149,47,39
1,10,7,0,142,45,39
0,6,4,1,150,48,43
0,9,5,1,146,47,40
0,5,8,2,147,43,43
0,2,3,2,155,48,46
0,4,0,1,156,52,45
2,3,6,0,149,45,45
1,5,9,2,145,41,42
1,0,5,0,154,47,49
0,4,12,6,144,35,40
0,6,6,1,148,46,43
0,6,6,1,148,46,43
0,10,3,5,147,45,35
0,7,3,3,150,47,40
0,3,5,1,152,47,46
1,1,5,2,153,45,46
1,4,9,1,146,42,44
1,4,5,2,150,45,43
0,5,7,1,148,45,44
0,7,4,2,149,47,41
0,7,3,2,150,48,41
0,5,3,1,152,49,44
1,2,9,1,148,42,46
1,7,1,3,151,48,39
0,6,9,1,145,43,43
0,7,7,0,146,46,43
0,6,3,2,151,48,42
0,8,6,1,146,46,41
1,6,5,1,148,46,42
1,3,7,2,149,43,44
0,4,7,3,149,43,43
1,5,4,2,150,46,42
1,2,8,3,149,41,44
0,9,9,3,142,41,38
2,7,2,0,149,49,41
1,5,3,2,151,47,42
1,2,6,3,151,43,44
1,5,1,1,153,50,43
1,2,8,1,149,43,46
1,8,3,3,148,46,38
1,1,6,4,152,42,44
0,2,6,1,152,46,47
0,7,5,2,148,46,41
2,4,3,2,151,46,42
0,5,3,4,152,46,41
0,5,5,1,150,47,44
0,6,5,1,149,47,43
0,1,3,1,156,49,48
0,6,1,0,153,52,44
2,6,5,3,147,43,39
0,1,9,3,150,41,46
3,7,4,2,146,44,38
0,5,4,1,151,48,44
1,5,5,2,149,45,42
1,6,3,4,150,45,39
0,5,3,2,152,48,43
1,2,5,2,152,45,45
2,5,4,1,149,46,42
0,3,2,5,155,46,42
2,3,7,2,148,42,43
0,10,4,1,146,48,39
0,2,5,2,153,46,46
3,4,3,0,150,47,43
0,4,0,0,156,53,46
0,5,3,1,152,49,44
0,5,7,1,148,45,44
0,8,7,1,145,45,41
1,7,7,1,145,44,41
0,7,4,3,149,46,40
0,8,6,2,146,45,40
2,7,3,2,148,46,39
0,8,4,2,148,47,40
0,6,5,1,149,47,43
1,4,4,4,151,44,41
2,4,5,2,149,44,42
0,7,4,2,149,47,41
1,3,4,0,152,48,46
1,5,9,1,145,42,43
0,5,9,1,146,43,44
0,10,4,0,146,49,40
2,8,5,3,145,43,37
1,5,3,4,151,45,40
0,2,6,2,152,45,46
1,10,3,0,146,49,39
0,5,3,0,152,50,45
0,7,6,2,147,45,41
1,5,5,2,149,45,42
1,6,6,0,147,46,43
1,2,4,1,153,47,46
0,6,4,1,150,48,43
0,5,5,1,150,47,44
2,3,3,1,152,47,44
0,9,2,2,149,49,39
0,5,5,1,150,47,44
1,5,8,1,146,43,43
0,5,7,1,148,45,44
0,4,1,3,155,49,43
0,7,5,0,148,48,43
0,5,7,3,148,43,42
1,6,5,1,148,46,42
1,3,5,2,151,45,44
2,2,3,3,153,45,43
0,8,5,2,147,46,40
0,5,7,3,148,43,42
0,1,7,3,152,43,46
0,4,7,4,149,42,42
1,4,5,0,150,47,45
2,8,4,2,146,45,38
0,9,3,1,148,49,40
0,7,7,1,146,45,42
2,8,4,2,146,45,38
1,3,3,4,153,45,42
1,5,9,1,145,42,43
1,4,3,1,152,48,44
3,6,4,1,147,45,40
2,8,2,2,148,47,38
0,6,7,2,147,44,42
0,4,4,0,152,49,46
0,4,5,4,151,44,42
0,5,3,3,152,47,42
0,5,5,2,150,46,43
0,4,8,1,148,44,45
0,2,6,0,152,47,48
2,3,7,3,148,41,42
0,4,7,1,149,45,45
1,6,4,5,149,43,38
1,4,6,2,149,44,43
0,6,6,0,148,47,44
1,2,5,5,152,42,42
1,3,7,2,149,43,44
2,4,5,1,149,45,43
1,7,4,1,148,47,41
2,4,8,4,146,39,40
1,3,9,1,147,42,45
1,5,6,2,148,44,42
0,6,8,1,146,44,43
2,7,10,2,141,39,39
1,4,7,1,148,44,44
0,4,3,2,153,48,44
1,6,7,1,146,44,42
0,1,4,2,155,47,47
0,5,0,4,155,49,41
1,8,2,3,149,47,38
0,5,5,4,150,44,41
0,4,3,1,153,49,45
0,7,3,1,150,49,42
1,2,5,0,152,47,47
2,6,7,1,145,43,41
2,9,6,0,143,45,39
0,8,4,0,148,49,42
0,3,5,3,152,45,44
2,3,9,2,146,40,43
0,5,5,0,150,48,45
0,4,7,4,149,42,42
0,6,5,2,149,46,42
0,8,6,4,146,43,38
0,7,4,1,149,48,42
2,2,8,1,148,42,45
0,5,10,1,145,42,44
1,2,8,3,149,41,44
2,3,6,1,149,44,44
0,3,7,1,150,45,46
1,7,5,0,147,47,42
0,6,4,4,150,45,40
0,3,7,1,150,45,46
0,5,2,2,153,49,43
0,6,6,3,148,44,41
1,5,5,3,149,44,41
0,4,9,4,147,40,42
0,5,7,1,148,45,44
0,5,4,2,151,47,43
0,4,4,3,152,46,43
2,4,3,1,151,47,43
0,4,7,2,149,44,44
0,4,7,1,149,45,45
0,5,7,0,148,46,45
0,5,3,2,152,48,43
0,3,5,1,152,47,46
1,9,7,1,143,44,39
0,3,11,1,146,41,46
1,5,6,3,148,43,41
1,8,5,0,146,47,41
0,1,7,1,152,45,48
0,5,9,4,146,40,41
2,4,5,2,149,44,42
0,7,4,1,149,48,42
0,6,9,1,145,43,43
1,9,5,0,145,47,40
1,6,5,2,148,45,41
0,7,3,1,150,49,42
0,7,3,1,150,49,42
0,6,7,0,147,46,44
0,4,4,4,152,45,42
1,5,5,1,149,46,43
1,3,3,3,153,46,43
0,5,7,0,148,46,45
1,4,4,2,151,46,43
1,7,3,0,149,49,42
0,3,9,4,148,40,43
0,3,7,1,150,45,46
0,4,5,0,151,48,46
0,5,4,1,151,48,44
1,2,6,2,151,44,45
0,6,6,1,148,46,43
0,6,6,1,148,46,43
0,2,6,2,152,45,46
0,3,3,3,154,47,44
0,7,2,0,151,51,43
1,3,6,1,150,45,45
0,6,4,1,150,48,43
1,4,3,1,152,48,44
2,6,5,1,147,45,41
1,7,3,1,149,48,41
2,6,7,1,145,43,41
0,3,9,1,148,43,46
0,1,5,1,154,47,48
0,7,8,2,145,43,41
0,3,4,4,153,45,43
1,3,5,2,151,45,44
0,7,6,1,147,46,42
0,7,6,0,147,47,43
2,6,8,4,144,39,38
0,4,3,2,153,48,44
0,5,2,2,153,49,43
1,7,4,0,148,48,42
0,3,7,1,150,45,46
0,7,12,1,141,40,42
0,6,7,2,147,44,42
0,4,5,4,151,44,42
1,5,4,0,150,48,44
0,9,6,2,145,45,39
3,5,3,1,149,46,41
0,4,7,0,149,46,46
0,7,7,1,146,45,42
2,6,4,3,148,44,39
0,8,3,1,149,49,41
2,5,4,0,149,47,43
1,9,8,0,142,44,40
0,8,4,1,148,48,41
2,5,5,1,148,45,42
1,7,6,5,146,41,37
0,5,6,2,149,45,43
1,6,3,0,150,49,43
0,4,3,1,153,49,45
2,3,5,2,150,44,43
1,4,8,1,147,43,44
1,2,6,2,151,44,45
1,7,5,1,147,46,41
1,3,6,2,150,44,44
0,4,7,4,149,42,42
0,5,5,3,150,45,42
1,8,7,5,144,40,36
2,6,4,1,148,46,41
0,5,8,0,147,45,45
0,5,5,0,150,48,45
0,2,7,2,151,44,46
1,3,2,2,154,48,44
0,4,7,2,149,44,44
3,6,6,2,145,42,39
0,6,5,2,149,46,42
1,8,5,2,146,45,39
0,7,5,2,148,46,41
2,6,7,0,145,44,42
0,9,7,1,144,45,40
1,10,2,1,147,49,38
2,6,4,3,148,44,39
0,6,1,0,153,52,44
0,6,2,1,152,50,43
0,6,6,1,148,46,43
0,6,4,7,150,42,37
1,3,7,4,149,41,42
1,4,5,3,150,44,42
0,8,5,2,147,46,40
1,5,5,2,149,45,42
0,5,6,4,149,43,41
0,2,4,3,154,46,45
0,9,5,1,146,47,40
1,5,6,1,148,45,43
0,5,7,1,148,45,44
0,4,2,2,154,49,44
1,4,5,2,150,45,43
0,4,5,3,151,45,43
2,5,4,1,149,46,42
1,5,6,4,148,42,40
0,7,5,3,148,45,40
2,10,4,2,144,45,36
0,8,3,1,149,49,41
0,7,7,0,146,46,43
0,4,10,2,146,41,44
1,9,8,1,142,43,39
2,6,5,2,147,44,40
2,8,3,1,147,47,39
0,3,9,1,148,43,46
1,6,7,2,146,43,41
1,7,5,0,147,47,42
0,6,6,1,148,46,43
1,8,3,0,148,49,41
0,3,7,2,150,44,45
0,5,7,1,148,45,44
1,3,4,1,152,47,45
0,5,8,1,147,44,44
2,2,6,3,150,42,43
0,4,6,0,150,47,46
0,9,4,4,147,45,37
0,4,5,2,151,46,44
1,6,7,0,146,45,43
0,8,7,1,145,45,41
0,3,7,2,150,44,45
0,2,6,1,152,46,47
0,2,7,0,151,46,48
1,4,8,3,147,41,42
0,2,4,4,154,45,44
1,6,6,1,147,45,42
0,4,8,1,148,44,45
0,4,7,1,149,45,45
1,7,5,2,147,45,40
0,2,7,4,151,42,44
0,4,13,0,143,40,46
0,3,3,4,154,46,43
1,3,9,3,147,40,43
1,3,6,1,150,45,45
1,12,10,0,137,42,37
0,7,5,1,148,47,42
1,3,7,2,149,43,44
4,6,5,1,145,43,39
1,5,5,2,149,45,42
1,1,2,1,156,49,47
1,6,5,0,148,47,43
0,3,3,2,154,48,45
0,5,6,1,149,46,44
0,7,5,1,148,47,42
1,6,7,0,146,45,43
1,7,5,2,147,45,40
0,5,5,2,150,46,43
0,3,7,2,150,44,45
1,4,1,1,154,50,44
0,6,4,2,150,47,42
0,6,7,0,147,46,44
0,3,2,3,155,48,44
0,4,7,2,149,44,44
2,4,3,2,151,46,42
1,2,5,1,152,46,46
0,7,3,2,150,48,41
0,5,3,3,152,47,42
1,6,4,1,149,47,42
0,9,5,2,146,46,39
1,2,5,4,152,43,43
0,7,7,0,146,46,43
2,5,4,3,149,44,40
0,5,6,1,149,46,44
1,8,3,2,148,47,39
1,3,5,5,151,42,41
0,6,4,2,150,47,42
1,3,0,4,156,48,42
1,7,8,2,144,42,40
0,9,3,2,148,48,39
1,7,7,1,145,44,41
0,4,6,4,150,43,42
0,4,8,3,148,42,43
2,4,6,0,148,45,44
1,5,5,1,149,46,43
0,4,8,3,148,42,43
1,3,7,2,149,43,44
1,8,5,4,146,43,37
0,5,5,1,150,47,44
0,4,5,0,151,48,46
0,5,8,1,147,44,44
3,2,2,4,153,44,41
0,4,6,2,150,45,44
2,6,9,1,143,41,41
0,5,4,3,151,46,42
2,4,6,0,148,45,44
1,6,8,1,145,43,42
0,5,10,3,145,40,42
0,4,6,2,150,45,44
2,6,5,0,147,46,42
1,6,8,2,145,42,41
1,8,3,2,148,47,39
0,8,4,1,148,48,41
1,6,2,2,151,48,41
1,6,4,1,149,47,42
2,5,4,1,149,46,42
1,6,9,2,144,41,41
2,3,4,6,151,41,39
1,2,4,0,153,48,47
2,5,7,0,146,44,43
1,9,3,2,147,47,38
0,7,3,3,150,47,40
0,5,8,4,147,41,41
0,3,3,1,154,49,46
1,4,7,1,148,44,44
0,4,8,2,148,43,44
2,4,8,1,146,42,43
0,4,8,1,148,44,45
0,3,8,2,149,43,45
1,7,8,1,144,43,41
1,2,7,2,150,43,45
0,7,5,0,148,48,43
1,4,11,0,144,41,45
1,4,8,2,147,42,43
0,12,4,2,144,47,36
0,6,5,1,149,47,43
1,8,8,2,143,42,39
1,4,3,0,152,49,45
0,9,4,3,147,46,38
2,4,4,3,150,44,41
0,5,7,0,148,46,45
2,3,6,1,149,44,44
1,6,2,3,151,47,40
1,4,4,1,151,47,44
1,6,3,2,150,47,41
0,12,6,1,142,46,37
0,2,5,5,153,43,43
1,3,4,1,152,47,45
0,3,8,2,149,43,45
1,3,7,0,149,45,46
0,3,7,2,150,44,45
1,6,4,2,149,46,41
2,1,6,2,151,43,45
1,5,4,0,150,48,44
1,9,12,1,138,39,39
0,2,3,1,155,49,47
0,1,7,1,152,45,48
0,5,5,0,150,48,45
0,5,7,0,148,46,45
0,5,6,4,149,43,41
1,4,6,1,149,45,44
1,5,6,1,148,45,43
1,5,4,2,150,46,42
1,3,4,3,152,45,43
0,7,7,3,146,43,40
1,10,5,4,144,43,35
2,5,7,1,146,43,42
0,4,5,1,151,47,45
0,4,4,3,152,46,43
0,3,8,0,149,45,47
0,4,9,2,147,42,44
1,2,4,3,153,45,44
0,4,11,2,145,40,44
0,6,6,1,148,46,43
0,6,3,1,151,49,43
0,9,8,0,143,45,41
0,6,7,0,147,46,44
0,6,9,3,145,41,41
2,4,5,6,149,40,38
0,8,2,2,150,49,40
0,6,7,2,147,44,42
1,8,5,2,146,45,39
0,8,9,2,143,42,40
2,3,7,0,148,44,45
0,3,8,3,149,42,44
0,5,6,0,149,47,45
0,3,4,1,153,48,46
1,2,2,2,155,48,45
0,8,6,3,146,44,39
0,2,5,3,153,45,45
0,4,9,4,147,40,42
0,2,4,1,154,48,47
0,9,6,2,145,45,39
0,7,6,2,147,45,41
1,4,5,3,150,44,42
0,1,5,0,154,48,49
0,4,4,3,152,46,43
2,8,6,2,144,43,38
1,5,6,4,148,42,40
0,6,5,1,149,47,43
0,5,5,3,150,45,42
0,4,2,4,154,47,42
1,3,8,2,148,42,44
1,6,5,5,148,42,38
0,4,6,1,150,46,45
1,8,3,2,148,47,39
0,4,10,2,146,41,44
0,4,4,1,152,48,45
0,6,6,3,148,44,41
0,10,8,1,142,44,39
0,4,7,1,149,45,45
0,2,5,3,153,45,45
0,6,1,2,153,50,42
0,4,7,4,149,42,42
1,5,2,2,152,48,42
0,5,5,1,150,47,44
0,5,8,2,147,43,43
1,6,4,1,149,47,42
0,9,6,4,145,43,37
2,5,4,0,149,47,43
0,3,9,2,148,42,45
0,4,3,2,153,48,44
0,1,7,0,152,46,49
1,5,3,0,151,49,44
0,9,8,0,143,45,41
1,5,6,1,148,45,43
0,4,4,2,152,47,44
0,5,6,3,149,44,42
0,5,5,1,150,47,44
0,5,5,0,150,48,45
1,11,4,1,144,47,37
1,6,4,1,149,47,42
0,6,5,1,149,47,43
1,5,5,3,149,44,41
0,5,4,2,151,47,43
0,5,4,1,151,48,44
1,7,4,1,148,47,41
0,6,5,1,149,47,43
0,4,5,1,151,47,45
1,3,3,1,153,48,45
1,5,3,0,151,49,44
2,8,7,1,143,43,39
0,7,2,2,151,49,41
0,5,4,4,151,45,41
0,7,2,3,151,48,40
0,7,3,2,150,48,41
0,3,3,2,154,48,45
0,4,5,1,151,47,45
0,7,5,2,148,46,41
1,4,3,1,152,48,44
1,3,3,3,153,46,43
0,0,1,2,159,50,48
1,3,6,0,150,46,46
0,4,1,1,155,51,45
0,5,5,1,150,47,44
1,3,5,5,151,42,41
0,10,8,1,142,44,39
1,3,7,0,149,45,46
2,1,4,1,153,46,46
0,7,8,2,145,43,41
1,6,9,1,144,42,42
1,7,5,0,147,47,42
1,11,7,1,141,44,37
0,1,6,2,153,45,47
0,1,6,3,153,44,46
0,6,3,0,151,50,44
2,10,9,5,139,37,33
0,4,2,3,154,48,43
0,2,6,2,152,45,46
0,9,1,0,150,52,41
0,4,3,2,153,48,44
1,0,5,4,154,43,45
0,7,4,0,149,49,43
1,5,4,3,150,45,41
1,4,5,3,150,44,42
0,4,5,2,151,46,44
3,3,6,2,148,42,42
1,7,7,0,145,45,42
1,4,6,2,149,44,43
0,2,4,2,154,47,46
1,3,5,1,151,46,45
1,6,5,2,148,45,41
0,4,5,1,151,47,45
1,6,5,1,148,46,42
0,7,3,2,150,48,41
0,8,6,1,146,46,41
1,4,5,1,150,46,44
0,6,5,9,149,39,35
1,6,4,2,149,46,41
0,6,3,1,151,49,43
0,2,4,2,154,47,46
1,4,5,3,150,44,42
1,5,8,1,146,43,43
2,4,1,2,153,48,42
0,4,3,3,153,47,43
4,4,4,0,148,45,42
0,5,7,2,148,44,43
1,5,9,0,145,43,44
1,5,3,3,151,46,41
0,7,7,1,146,45,42
0,5,4,1,151,48,44
0,10,5,0,145,48,40
0,4,7,1,149,45,45
0,4,4,3,152,46,43
1,10,5,2,144,45,37
0,5,6,2,149,45,43
1,4,4,3,151,45,42
1,4,4,1,151,47,44
0,4,2,1,154,50,45
1,8,4,4,147,44,37
1,4,4,1,151,47,44
0,5,5,0,150,48,45
0,5,4,3,151,46,42
0,5,7,1,148,45,44
0,3,7,2,150,44,45
0,3,6,0,151,47,47
1,5,2,4,152,46,40
1,3,3,4,153,45,42
2,8,5,0,145,46,40
3,5,4,0,148,46,42
0,8,6,2,146,45,40
0,7,1,3,152,49,40
0,7,10,1,143,42,42
4,3,7,0,146,42,43
1,4,5,1,150,46,44
1,5,6,1,148,45,43
2,5,5,1,148,45,42
0,6,6,3,148,44,41
0,2,4,2,154,47,46
2,3,5,1,150,45,44
0,4,4,4,152,45,42
0,5,4,3,151,46,42
1,7,6,1,146,45,41
0,6,5,5,149,43,39
1,3,6,2,150,44,44
2,4,7,2,147,42,42
0,3,7,2,150,44,45
2,9,4,1,145,46,38
2,2,5,5,151,41,41
2,5,1,1,152,49,42
1,4,7,0,148,45,45
0,5,1,1,154,51,44
0,6,6,2,148,45,42
1,4,4,2,151,46,43
0,5,5,4,150,44,41
0,6,4,2,150,47,42
2,2,4,0,152,47,46
1,5,6,1,148,45,43
1,9,3,3,147,46,37
0,9,5,2,146,46,39
0,10,2,1,148,50,39
0,1,5,2,154,46,47
1,7,8,1,144,43,41
2,2,7,2,149,42,44
0,4,7,2,149,44,44
0,5,3,1,152,49,44
1,4,2,3,153,47,42
1,6,3,2,150,47,41
1,4,3,1,152,48,44
1,3,3,2,153,47,44
1,5,4,0,150,48,44
0,1,7,3,152,43,46
0,6,5,3,149,45,41
2,6,7,4,145,40,38
1,6,8,1,145,43,42
3,2,2,1,153,47,44
1,4,6,0,149,46,45
1,2,7,1,150,44,46
0,9,4,0,147,49,41
2,5,3,1,150,47,42
0,4,7,0,149,46,46
0,3,3,4,154,46,43
1,4,7,3,148,42,42
0,1,2,1,157,50,48
1,5,7,2,147,43,42
1,4,3,0,152,49,45
0,2,8,1,150,44,47
0,7,10,1,143,42,42
0,4,3,5,153,45,41
1,5,5,0,149,47,44
1,2,6,1,151,45,46
1,7,2,1,150,49,41
0,9,2,0,149,51,41
0,3,1,3,156,49,44
0,5,12,1,143,40,44
1,5,0,1,154,51,43
0,4,8,3,148,42,43
0,3,6,3,151,44,44
1,9,5,1,145,46,39
2,6,8,1,144,42,41
1,4,6,2,149,44,43
1,10,1,1,148,50,38
0,4,4,1,152,48,45
0,3,3,3,154,47,44
